house {
0.755000;0.755000;0.755000;0.755000
0.850000;0.850000;0.850000;0.850000
1.410000;1.410000;1.410000;1.410000
0.887500;0.887500;0.887500;0.887500
0.692500;0.692500;0.692500;0.692500
0.712500;0.712500;0.712500;0.712500
1.047500;1.047500;1.047500;1.047500
0.620000;0.620000;0.620000;0.620000
0.722500;0.722500;0.722500;0.722500
0.642500;0.642500;0.642500;0.642500
0.797500;0.797500;0.797500;0.797500
1.225000;1.225000;1.225000;1.225000
2.315000;2.315000;2.315000;2.315000
1.877500;1.877500;1.877500;1.877500
1.655000;1.655000;1.655000;1.655000
0.765000;0.765000;0.765000;0.765000
0.730000;0.730000;0.730000;0.730000
1.077500;1.077500;1.077500;1.077500
1.387500;1.387500;1.387500;1.387500
1.452500;1.452500;1.452500;1.452500
1.442500;1.442500;1.442500;1.442500
1.007500;1.007500;1.007500;1.007500
0.790000;0.790000;0.790000;0.790000
0.985000;0.985000;0.985000;0.985000
0.742500;0.742500;0.742500;0.742500
0.660000;0.660000;0.660000;0.660000
0.652500;0.652500;0.652500;0.652500
0.650000;0.650000;0.650000;0.650000
0.697500;0.697500;0.697500;0.697500
1.087500;1.087500;1.087500;1.087500
0.705000;0.705000;0.705000;0.705000
0.692500;0.692500;0.692500;0.692500
1.712500;1.712500;1.712500;1.712500
1.587500;1.587500;1.587500;1.587500
1.602500;1.602500;1.602500;1.602500
1.525000;1.525000;1.525000;1.525000
1.470000;1.470000;1.470000;1.470000
1.162500;1.162500;1.162500;1.162500
0.802500;0.802500;0.802500;0.802500
0.862500;0.862500;0.862500;0.862500
0.867500;0.867500;0.867500;0.867500
1.050000;1.050000;1.050000;1.050000
1.852500;1.852500;1.852500;1.852500
1.337500;1.337500;1.337500;1.337500
0.970000;0.970000;0.970000;0.970000
0.950000;0.950000;0.950000;0.950000
1.297500;1.297500;1.297500;1.297500
0.855000;0.855000;0.855000;0.855000
0.837500;0.837500;0.837500;0.837500
0.885000;0.885000;0.885000;0.885000
0.800000;0.800000;0.800000;0.800000
1.057500;1.057500;1.057500;1.057500
1.167500;1.167500;1.167500;1.167500
0.837500;0.837500;0.837500;0.837500
0.892500;0.892500;0.892500;0.892500
1.067500;1.067500;1.067500;1.067500
1.625000;1.625000;1.625000;1.625000
0.880000;0.880000;0.880000;0.880000
0.825000;0.825000;0.825000;0.825000
0.812500;0.812500;0.812500;0.812500
1.100000;1.100000;1.100000;1.100000
0.880000;0.880000;0.880000;0.880000
0.770000;0.770000;0.770000;0.770000
0.840000;0.840000;0.840000;0.840000
0.840000;0.840000;0.840000;0.840000
0.975000;0.975000;0.975000;0.975000
1.665000;1.665000;1.665000;1.665000
0.855000;0.855000;0.855000;0.855000
0.837500;0.837500;0.837500;0.837500
0.787500;0.787500;0.787500;0.787500
1.387500;1.387500;1.387500;1.387500
0.895000;0.895000;0.895000;0.895000
1.402500;1.402500;1.402500;1.402500
1.177500;1.177500;1.177500;1.177500
1.105000;1.105000;1.105000;1.105000
1.197500;1.197500;1.197500;1.197500
0.945000;0.945000;0.945000;0.945000
0.970000;0.970000;0.970000;0.970000
0.990000;0.990000;0.990000;0.990000
1.035000;1.035000;1.035000;1.035000
2.180000;2.180000;2.180000;2.180000
1.575000;1.575000;1.575000;1.575000
1.652500;1.652500;1.652500;1.652500
1.232500;1.232500;1.232500;1.232500
1.005000;1.005000;1.005000;1.005000
1.012500;1.012500;1.012500;1.012500
1.052500;1.052500;1.052500;1.052500
1.050000;1.050000;1.050000;1.050000
1.560000;1.560000;1.560000;1.560000
1.215000;1.215000;1.215000;1.215000
1.192500;1.192500;1.192500;1.192500
1.425000;1.425000;1.425000;1.425000
1.027500;1.027500;1.027500;1.027500
1.252500;1.252500;1.252500;1.252500
1.640000;1.640000;1.640000;1.640000
1.600000;1.600000;1.600000;1.600000
1.007500;1.007500;1.007500;1.007500
0.952500;0.952500;0.952500;0.952500
1.035000;1.035000;1.035000;1.035000
1.022500;1.022500;1.022500;1.022500
1.377500;1.377500;1.377500;1.377500
0.982500;0.982500;0.982500;0.982500
1.077500;1.077500;1.077500;1.077500
1.050000;1.050000;1.050000;1.050000
1.832500;1.832500;1.832500;1.832500
1.672500;1.672500;1.672500;1.672500
1.710000;1.710000;1.710000;1.710000
1.122500;1.122500;1.122500;1.122500
1.082500;1.082500;1.082500;1.082500
1.090000;1.090000;1.090000;1.090000
1.090000;1.090000;1.090000;1.090000
1.465000;1.465000;1.465000;1.465000
1.312500;1.312500;1.312500;1.312500
1.645000;1.645000;1.645000;1.645000
1.715000;1.715000;1.715000;1.715000
1.767500;1.767500;1.767500;1.767500
1.195000;1.195000;1.195000;1.195000
1.292500;1.292500;1.292500;1.292500
1.832500;1.832500;1.832500;1.832500
1.420000;1.420000;1.420000;1.420000
0.962500;0.962500;0.962500;0.962500
0.902500;0.902500;0.902500;0.902500
1.005000;1.005000;1.005000;1.005000
1.157500;1.157500;1.157500;1.157500
0.862500;0.862500;0.862500;0.862500
0.945000;0.945000;0.945000;0.945000
0.875000;0.875000;0.875000;0.875000
1.687500;1.687500;1.687500;1.687500
1.272500;1.272500;1.272500;1.272500
0.990000;0.990000;0.990000;0.990000
0.975000;0.975000;0.975000;0.975000
1.375000;1.375000;1.375000;1.375000
1.030000;1.030000;1.030000;1.030000
0.982500;0.982500;0.982500;0.982500
1.047500;1.047500;1.047500;1.047500
1.172500;1.172500;1.172500;1.172500
1.325000;1.325000;1.325000;1.325000
1.205000;1.205000;1.205000;1.205000
0.905000;0.905000;0.905000;0.905000
0.980000;0.980000;0.980000;0.980000
